response_id,gender,birth_year,birth_place_raw,birth_place_english,border_region,capital_region,education_nk_raw,education_nk_english,father_party_member_raw,mother_party_member_raw,party_member_raw,year_defection,year_arrived_sk,reason_defection_raw,residence_sk_raw,education_sk_raw,unemployed_raw,retired_raw,political_orientation_raw,party_preference_raw,marital_status_raw,religion_raw,national_identity_strength,direct_sk_pride,direct_nk_pride,list_sk_pride_count,list_nk_pride_count,list_sk_pride_treatment_arm,list_nk_pride_treatment_arm
R_1gwqvxL1qPUat3Z,여,1976,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2018,2018,식량이 부족해서,경기도,대학교,아니오,아니오,중도적,국민의힘,기혼,불교,,별로 자랑스럽지 않다,어느 정도 자랑스럽다,2,3,Q70|Q72,Q73|Q75
R_2RWgMKManvDMfVU,남,1982,함경북도,North Hamgyong Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,예,2016,2016,신변의 위협을 느껴서,서울,전문대학(기술 학교 포함),예,,잘 모르겠다,잘 모르겠다,기혼,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,2,2,Q70|Q72,Q74|Q75
R_2ZNZU7wS5aLErou,여,1980,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2011,2015,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,전문대학(기술 학교 포함),아니오,아니오,중도적,국민의힘,이혼,기독교,8,매우 자랑스럽다,별로 자랑스럽지 않다,3,4,Q70|Q72,Q73|Q75
R_eLM5VZoY6MSN20x,여,1984,량강도,Ryanggang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2019,2019,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,고등학교,예,,잘 모르겠다,국민의힘,이혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,1,4,Q71|Q72,Q73|Q75
R_ZDHtUqQQ9fdCJbz,남,1954,평양,Pyongyang,0,1,대학교 (3-4년) 졸업,University (3-4 years),예,예,예,2003,2003,신변의 위협을 느껴서,서울,대학교,아니오,아니오,매우 보수적,국민의힘,홀아비,천주교,10,매우 자랑스럽다,별로 자랑스럽지 않다,0,1,Q71|Q72,Q73|Q75
R_3ExPTD2vtAVkVHg,여,1962,평안북도,North Pyongan Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),예,아니오,아니오,2010,2011,가족 (자녀 등)에게 더 나은 생활환경을 주려고,인천,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,기혼,기독교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,3,Q71|Q72,Q73|Q75
R_30iWxp5OWXB7f01,남,1967,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2018,2018,돈을 더 많이 벌고 싶어서,경기도,중학교,아니오,아니오,중도적,국민의힘,기혼,무교,,별로 자랑스럽지 않다,어느 정도 자랑스럽다,2,3,Q71|Q72,Q73|Q75
R_2ydN0PtzpR62Ub8,여,1969,강원도,Gangwon Province,0,0,대학교 (3-4년) 졸업,University (3-4 years),예,예,아니오,2014,2016,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,대학교,아니오,예,매우 보수적,국민의힘,이혼,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,1,2,Q71|Q72,Q73|Q75
R_31AtGstBVT1JtPM,여,1980,자강도,Jagang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,1997,2010,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),강원도,대학교,예,,잘 모르겠다,국민의힘,미혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,1,2,Q70|Q72,Q73|Q75
R_ehtVOJCO8anBOzT,여,1967,함경북도,North Hamgyong Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),예,아니오,아니오,1997,2003,식량이 부족해서,인천,학교를 다시 다니지 않았다,예,,잘 모르겠다,잘 모르겠다,기혼,무교,9,매우 자랑스럽다,별로 자랑스럽지 않다,2,2,Q70|Q72,Q74|Q75
R_1Q5towGO9VljzbJ,여,1976,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2015,2015,기타,경북,학교를 다시 다니지 않았다,아니오,아니오,다소 진보적,더불어민주당,기혼,무교,,매우 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q73|Q75
R_2zUakdTEGtThvDq,여,1974,함경남도,South Hamgyong Province,0,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,2007,2007,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),부산,학교를 다시 다니지 않았다,아니오,아니오,매우 진보적,국민의힘,기혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q70|Q72,Q73|Q75
R_Qmr7Gr3QlnGJuXD,여,1992,량강도,Ryanggang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2016,2017,식량이 부족해서,서울,기타(예:서당),예,,다소 진보적,국민의힘,기혼,기독교,7,어느 정도 자랑스럽다,매우 자랑스럽다,3,2,Q71|Q72,Q74|Q75
R_4Gimo1uv29tdOLf,여,1967,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,1999,2013,식량이 부족해서,대전,학교를 다시 다니지 않았다,예,,잘 모르겠다,국민의힘,이혼,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,2,3,Q71|Q72,Q74|Q75
R_3Eg2LTbM31v5shJ,여,2002,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2018,2018,식량이 부족해서,경기도,고등학교,아니오,아니오,매우 보수적,국민의힘,미혼,불교,,매우 자랑스럽다,별로 자랑스럽지 않다,2,2,Q70|Q72,Q74|Q75
R_2wTsbMjccaoPYDN,남,1969,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,예,예,2013,2013,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,기혼,무교,10,어느 정도 자랑스럽다,별로 자랑스럽지 않다,1,2,Q70|Q72,Q73|Q75
R_2PbyuC88BY4xf3I,여,1959,평양,Pyongyang,0,1,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,아니오,2001,2007,식량이 부족해서,경기도,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,기혼,천주교,10,매우 자랑스럽다,별로 자랑스럽지 않다,4,2,Q71|Q72,Q73|Q75
R_2vfizazUFNCKCo5,여,1976,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2013,2013,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,기혼,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,3,0,Q70|Q72,Q74|Q75
R_2BlIN4V3C8NNKcQ,여,1958,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2010,2010,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),인천,학교를 다시 다니지 않았다,예,,매우 보수적,국민의힘,기혼,기독교,9,어느 정도 자랑스럽다,별로 자랑스럽지 않다,3,3,Q70|Q72,Q74|Q75
R_pueIp0Q6w4gSB4B,여,1959,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),아니오,아니오,아니오,2006,2007,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,아니오,예,매우 보수적,국민의힘,기혼,기독교,9,어느 정도 자랑스럽다,전혀 자랑스럽지 않다,2,2,Q71|Q72,Q73|Q75
R_3Rezc3DN84BTFIl,여,1972,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,1998,2012,식량이 부족해서,충북,대학교,아니오,예,매우 진보적,더불어민주당,동거,무교,8,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q70|Q72,Q74|Q75
R_31F2gM94crfuPpR,여,1965,황해북도,North Hwanghae Province,0,0,대학교 (3-4년) 졸업,University (3-4 years),아니오,아니오,예,2015,2016,북조선에 함께 있던 가족을 따라서,서울,대학원 이상,예,,중도적,국민의힘,기혼,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,2,1,Q71|Q72,Q74|Q75
R_2YlxIqTEym4pk3a,여,1953,함경북도,North Hamgyong Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,아니오,아니오,2000,2012,식량이 부족해서,서울,학교를 다시 다니지 않았다,예,,매우 보수적,국민의힘,이혼,기독교,9,매우 자랑스럽다,전혀 자랑스럽지 않다,4,2,Q71|Q72,Q74|Q75
R_32McF0zMGwROE20,여,1974,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,1999,2008,식량이 부족해서,충남,대학교,아니오,아니오,잘 모르겠다,국민의힘,이혼,기독교,5,전혀 자랑스럽지 않다,어느 정도 자랑스럽다,4,2,Q71|Q72,Q73|Q75
R_1OQ5zxiEebtPwlA,남,1985,량강도,Ryanggang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,예,2012,2013,먼저 탈북한 가족을 찾거나 함께 살기 위해,서울,학교를 다시 다니지 않았다,아니오,아니오,잘 모르겠다,더불어민주당,기혼,무교,10,매우 자랑스럽다,어느 정도 자랑스럽다,2,1,Q71|Q72,Q74|Q75
R_22Ff6hura23v8y0,여,1961,함경북도,North Hamgyong Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),예,예,아니오,2007,2011,식량이 부족해서,경기도,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,이혼,기독교,8,매우 자랑스럽다,전혀 자랑스럽지 않다,2,1,Q70|Q72,Q74|Q75
R_38gheZlJ9EfJZpT,여,1967,량강도,Ryanggang Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),예,아니오,아니오,2011,2011,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,대학교,아니오,아니오,다소 진보적,국민의힘,과부,무교,10,매우 자랑스럽다,매우 자랑스럽다,1,2,Q70|Q72,Q73|Q75
R_217cLYA6QWQfbEh,여,1970,평안남도,South Pyongan Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,아니오,1998,2007,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),경기도,학교를 다시 다니지 않았다,아니오,예,중도적,더불어민주당,동거,기독교,10,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,2,Q70|Q72,Q74|Q75
R_3HogcZLFuAqNQuk,여,1975,함경북도,North Hamgyong Province,1,0,고등중학교 중등반(1-3년) 졸업,Lower secondary (1-3 years),예,아니오,아니오,2001,2009,식량이 부족해서,충남,대학교,아니오,예,매우 진보적,국민의힘,기혼,기독교,5,어느 정도 자랑스럽다,어느 정도 자랑스럽다,4,2,Q71|Q72,Q74|Q75
R_1M0W7paxHX22y51,여,1965,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2003,2004,식량이 부족해서,서울,전문대학(기술 학교 포함),예,,다소 보수적,국민의힘,과부,기타,10,매우 자랑스럽다,전혀 자랑스럽지 않다,0,1,Q70|Q72,Q73|Q75
R_21cD7Tz6dhr3cJ2,여,1970,함경북도,North Hamgyong Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2008,2009,먼저 탈북한 가족을 찾거나 함께 살기 위해,서울,전문대학(기술 학교 포함),아니오,아니오,중도적,국민의힘,기혼,기독교,10,매우 자랑스럽다,별로 자랑스럽지 않다,1,2,Q71|Q72,Q73|Q75
R_3kOlSdBROaJ6gge,여,1973,평양,Pyongyang,0,1,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",예,예,아니오,2008,2011,돈을 더 많이 벌고 싶어서,인천,학교를 다시 다니지 않았다,아니오,아니오,중도적,잘 모르겠다,이혼,무교,8,매우 자랑스럽다,전혀 자랑스럽지 않다,3,2,Q70|Q72,Q74|Q75
R_b2bigoRJgdGifOV,여,1968,함경북도,North Hamgyong Province,1,0,대학교 (3-4년) 졸업,University (3-4 years),예,아니오,아니오,2011,2011,먼저 탈북한 사람(가족 제외)이 권유해서,서울,대학교,예,,잘 모르겠다,잘 모르겠다,기혼,기독교,9,어느 정도 자랑스럽다,별로 자랑스럽지 않다,0,0,Q71|Q72,Q73|Q75
R_1MYYPpT48RSDRwn,여,1972,평안남도,South Pyongan Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2009,2009,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,아니오,아니오,중도적,잘 모르겠다,이혼,무교,9,매우 자랑스럽다,별로 자랑스럽지 않다,1,3,Q71|Q72,Q73|Q75
R_2fkqKQ2lHwR509G,여,1959,함경북도,North Hamgyong Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2012,2015,주변 사람(가족 제외)의 권유로,경기도,학교를 다시 다니지 않았다,예,,다소 진보적,국민의힘,기혼,기독교,,매우 자랑스럽다,전혀 자랑스럽지 않다,1,1,Q70|Q72,Q74|Q75
R_2e5wC65EfHh1Zmw,여,1971,량강도,Ryanggang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,아니오,2019,2019,먼저 탈북한 가족을 찾거나 함께 살기 위해,경기도,중학교,예,,중도적,국민의힘,과부,무교,,어느 정도 자랑스럽다,매우 자랑스럽다,2,2,Q71|Q72,Q74|Q75
R_2CyvAR180wysbrR,여,1965,황해북도,North Hwanghae Province,0,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2015,2015,북조선에 함께 있던 가족을 따라서,서울,대학원 이상,예,,중도적,잘 모르겠다,기혼,무교,10,매우 자랑스럽다,별로 자랑스럽지 않다,1,1,Q70|Q72,Q74|Q75
R_1HcTcJiGEbfRxAU,남,1966,량강도,Ryanggang Province,1,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,예,아니오,2019,2019,먼저 탈북한 가족을 찾거나 함께 살기 위해,서울,학교를 다시 다니지 않았다,아니오,아니오,다소 보수적,국민의힘,이혼,무교,9,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,2,Q71|Q72,Q74|Q75
R_3MmNqG68vy44YfG,여,1985,량강도,Ryanggang Province,1,0,"전문대학교 (2년) 졸업, 기술고급중학교","2-year technical college, vocational high school",아니오,아니오,아니오,2018,2018,가족 (자녀 등)에게 더 나은 생활환경을 주려고,서울,대학교,아니오,아니오,다소 보수적,국민의힘,기혼,무교,10,매우 자랑스럽다,전혀 자랑스럽지 않다,1,3,Q71|Q72,Q73|Q75
R_OD6sPTmFSMfsNvH,여,1971,함경남도,South Hamgyong Province,0,0,고등중학교 고등반(4-6년) 졸업,Upper secondary (4-6 years),예,아니오,아니오,2003,2003,북조선 체제의 감시통제가 싫어서 (자유를 찾아서),서울,학교를 다시 다니지 않았다,예,,다소 보수적,국민의힘,이혼,기독교,8,어느 정도 자랑스럽다,별로 자랑스럽지 않다,2,2,Q71|Q72,Q73|Q75
